启动成功启动成功2017/11/8 12:14:00执行JOB一次
2017/11/8 12:15:00执行JOB一次
2017/11/8 12:16:00执行JOB一次
2017/11/8 12:17:00执行JOB一次
2017/11/8 12:18:00执行JOB一次
2017/11/8 12:19:00执行JOB一次
2017/11/8 12:20:00执行JOB一次
2017/11/8 12:21:00执行JOB一次
2017/11/8 12:22:00执行JOB一次
2017/11/8 12:23:00执行JOB一次
2017/11/8 12:24:00执行JOB一次
2017/11/8 12:25:00执行JOB一次
2017/11/8 12:26:00执行JOB一次
2017/11/8 12:27:00执行JOB一次
2017/11/8 12:28:00执行JOB一次
2017/11/8 12:29:00执行JOB一次
2017/11/8 12:30:00执行JOB一次
2017/11/8 12:31:00执行JOB一次
2017/11/8 12:32:00执行JOB一次
2017/11/8 12:33:00执行JOB一次
2017/11/8 12:34:00执行JOB一次
2017/11/8 12:35:00执行JOB一次
2017/11/8 12:36:00执行JOB一次
2017/11/8 12:37:00执行JOB一次
2017/11/8 12:38:00执行JOB一次
2017/11/8 12:39:00执行JOB一次
2017/11/8 12:40:00执行JOB一次
2017/11/8 12:41:00执行JOB一次
2017/11/8 12:42:00执行JOB一次
2017/11/8 12:43:00执行JOB一次
2017/11/8 13:51:44执行JOB一次
2017/11/8 13:51:44执行JOB一次
2017/11/8 13:52:00执行JOB一次
启动成功2017/11/8 13:53:04执行JOB一次
2017/11/8 13:54:00执行JOB一次
2017/11/8 13:55:08执行JOB一次
启动成功2017/11/8 13:56:00执行JOB一次
2017/11/8 13:57:00执行JOB一次
启动成功2017/11/8 13:59:00执行JOB一次
2017/11/8 14:00:00执行JOB一次
2017/11/8 14:01:00执行JOB一次
2017/11/8 14:02:00执行JOB一次
发生异常页: http://localhost:12345/ReportForms/WFToInvoiceList.aspx
异常信息: 关键字 'and' 附近有语法错误。2017/11/8 14:03:00执行JOB一次
2017/11/8 14:04:00执行JOB一次
2017/11/8 14:05:00执行JOB一次
启动成功2017/11/8 14:06:00执行JOB一次
启动成功2017/11/8 14:08:00执行JOB一次
2017/11/8 14:09:00执行JOB一次
2017/11/8 14:10:00执行JOB一次
2017/11/8 14:11:00执行JOB一次
2017/11/8 14:12:00执行JOB一次
启动成功2017/11/8 21:03:00执行JOB一次
发生异常页: http://localhost:12345/BaseInfo/WFPetitionsList.aspx
异常信息: “库存”附近有语法错误。2017/11/8 21:04:19执行JOB一次
启动成功2017/11/8 21:05:00执行JOB一次
2017/11/8 21:06:00执行JOB一次
启动成功发生异常页: http://localhost:12345/BaseInfo/WFPetitionsList.aspx
异常信息: System.Web.UI.WebControls.ListItemCollection 必须具有类型为“System.Web.UI.WebControls.ListItem”的项。“asp:TextBox”的类型为“System.Web.UI.WebControls.TextBox”。发生异常页: http://localhost:12345/BaseInfo/WFPetitionsList.aspx
异常信息: System.Web.UI.WebControls.ListItemCollection 必须具有类型为“System.Web.UI.WebControls.ListItem”的项。“asp:TextBox”的类型为“System.Web.UI.WebControls.TextBox”。2017/11/8 21:08:00执行JOB一次
2017/11/8 21:09:00执行JOB一次
2017/11/8 21:10:00执行JOB一次
启动成功2017/11/8 21:11:00执行JOB一次
2017/11/8 21:12:00执行JOB一次
启动成功2017/11/8 21:14:00执行JOB一次
2017/11/8 21:15:00执行JOB一次
2017/11/8 21:16:00执行JOB一次
2017/11/8 21:17:00执行JOB一次
2017/11/8 21:18:00执行JOB一次
2017/11/8 21:19:00执行JOB一次
2017/11/8 21:20:00执行JOB一次
2017/11/8 21:21:00执行JOB一次
2017/11/8 21:22:00执行JOB一次
2017/11/8 21:23:00执行JOB一次
2017/11/8 21:24:00执行JOB一次
2017/11/8 21:25:00执行JOB一次
2017/11/8 21:26:00执行JOB一次
2017/11/8 21:27:00执行JOB一次
2017/11/8 21:28:00执行JOB一次
2017/11/8 21:29:00执行JOB一次
2017/11/8 21:30:00执行JOB一次
2017/11/8 21:31:00执行JOB一次
2017/11/8 21:32:00执行JOB一次
2017/11/8 21:33:00执行JOB一次
2017/11/8 21:34:00执行JOB一次
2017/11/8 21:35:00执行JOB一次
2017/11/8 21:36:00执行JOB一次
2017/11/8 21:37:00执行JOB一次
2017/11/8 21:38:00执行JOB一次
2017/11/8 21:39:00执行JOB一次
2017/11/8 21:40:00执行JOB一次
2017/11/8 21:41:00执行JOB一次
启动成功2017/11/8 21:48:00执行JOB一次
2017/11/8 21:49:00执行JOB一次
2017/11/8 21:50:01执行JOB一次
2017/11/8 21:51:00执行JOB一次
2017/11/8 21:52:00执行JOB一次
2017/11/8 21:53:00执行JOB一次
2017/11/8 21:54:00执行JOB一次
启动成功2017/11/8 21:56:01执行JOB一次
启动成功2017/11/8 22:52:00执行JOB一次
启动成功2017/11/8 22:55:08执行JOB一次
