启动成功2017/9/5 10:02:00执行JOB一次
发生异常页: http://localhost:12345/JXC/WFXianJinliuList.ASPX
异常信息: 列名 'A' 无效。启动成功启动成功2017/9/5 10:08:00执行JOB一次
2017/9/5 10:09:00执行JOB一次
启动成功2017/9/5 11:20:00执行JOB一次
2017/9/5 11:21:00执行JOB一次
2017/9/5 11:22:00执行JOB一次
2017/9/5 11:23:00执行JOB一次
2017/9/5 11:24:00执行JOB一次
2017/9/5 11:25:00执行JOB一次
2017/9/5 11:26:00执行JOB一次
2017/9/5 11:27:00执行JOB一次
2017/9/5 11:28:00执行JOB一次
2017/9/5 11:29:00执行JOB一次
2017/9/5 11:30:00执行JOB一次
2017/9/5 11:31:00执行JOB一次
2017/9/5 11:32:00执行JOB一次
2017/9/5 11:33:00执行JOB一次
2017/9/5 11:34:00执行JOB一次
2017/9/5 11:35:00执行JOB一次
2017/9/5 11:36:00执行JOB一次
2017/9/5 11:37:00执行JOB一次
2017/9/5 11:38:00执行JOB一次
2017/9/5 11:39:00执行JOB一次
2017/9/5 11:40:00执行JOB一次
启动成功2017/9/5 14:15:00执行JOB一次
2017/9/5 14:16:00执行JOB一次
2017/9/5 14:17:00执行JOB一次
2017/9/5 14:18:00执行JOB一次
2017/9/5 14:19:00执行JOB一次
2017/9/5 14:20:00执行JOB一次
2017/9/5 14:21:00执行JOB一次
2017/9/5 14:22:00执行JOB一次
2017/9/5 14:23:00执行JOB一次
2017/9/5 14:24:00执行JOB一次
2017/9/5 14:25:00执行JOB一次
2017/9/5 14:26:00执行JOB一次
2017/9/5 14:27:00执行JOB一次
2017/9/5 14:28:00执行JOB一次
2017/9/5 14:29:00执行JOB一次
2017/9/5 14:30:00执行JOB一次
2017/9/5 14:31:00执行JOB一次
2017/9/5 14:32:00执行JOB一次
2017/9/5 14:33:00执行JOB一次
2017/9/5 14:34:00执行JOB一次
2017/9/5 14:35:00执行JOB一次
